dialect,standard,region,sentiment,source,source_split,dialect_features
Miền nào thì cũng tuỳ sở thích. Tuỳ phong tục và khí hậu. Với muốn cất nhà to bự cũng phải coi kinh tế đủ ko. Cất cái nhà cho bự r nai lưng ra mần trả nợ thì thôi. Ông bà hay nói “ăn nhiều chứ ở có bao nhiêu”. Tui thấy ko nợ nần là thanh thản đầu óc. Chứ lôi VÙNG MIỀN vào làm gì.,,central,,youtube:MunlHa53uFA,,"{""northern"": 0, ""central"": 1, ""southern"": 1}"
Mỗi ng một tư duy chứ ng miền nào chả là ng việt nam,,northern,,youtube:MunlHa53uFA,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"nhà như này chỉ ngoài bắc mới có hả? Woww Chắc ở nam tụi tui toàn nhà cấp 4, nhà tranh. Bắc của ông thì ghê rồi số 1 luôn nhỉ từ hào ghê kkk 😂😂",,southern,,youtube:MunlHa53uFA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ở trỏng duỵt moẹ với tìm cha cũng vui phết,,southern,,youtube:MunlHa53uFA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cứ đến clip của DMV là tui lại nổi da gà bởi giọng đọc hào hùng cùng với lịch sử VN kiên cường bất khuất❤❤❤,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
1 ý nghĩa khiến tui rất cảm động😢😢😢,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Vd này hay nè,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nhờ vậy mien bac mới năm quyền. Mien nam mình anh dũng mấy anh ra trước chết hết nên giờ chịu thiệt nè,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nội tui quê đồng khởi. bị đạn bắn còn dính mảnh đạn trong người..đi ko được,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Làm Video này, Bạn Ad của Kênh nên phải thả Bài hát ""...Mùa thu rồi ngày 23 ta đi theo Tiếng Kêu Sơn Hà nguy biến...Rền khắp trời..."" mới tuyệt vời chứ lị..kakaka 🤣🤣💜💜😛😛🤩🤩😍🥰🥰😛😛",,northern,,youtube:yhR35C_e_Ac,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Đó vì sao tui thích người bắc hay người trung đó là họ giúp nhau như ae ruột. Bắc trung nam đều là ae z mà có 1 số người hay phân biệt vùng miền...❤,,southern,,youtube:yhR35C_e_Ac,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là người Bắc Giang nè. Ai cũng ở Bắc Giang thì like nè 👇,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Em là người Ninh Bình nè❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hà NỘI NÈ😂😂,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thanh hóa có ai ko nè ❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em người Cao Bằng nè chị😊,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bình Dương nè 😂😂,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em người Cao Bằng nè hé lu chị iu,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em Thanh Hoá nè chị❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng là người Cao Bằng nè chị!,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Người Cao Bằng nè ❤❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ai là người Ninh Bình nào ! Tui là người Ninh bình ❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
+1 e cũng ng Bắc Giang nè❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
I love you viết thế này nè ❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có ai là người Nghệ An không nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cô thanh lam lại là con tên ly nè hoàng khánh ly học trò của cô nè 😊😊😊❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
em cũng Ninh Bình nè 😘,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
quê nội em ở đông anh còn quế ngoại thì em cao bằng nè❤❤❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có ai là người Ninh Bình không nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình Ninh Bình nè . Ninh Bình mãi đỉnh❤❤❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cả ninh bình cả bắc giang nè một quê nội một quê ngoại😅,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình ở tỉnh Tiền Giang nè huhu😢,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng là người Ninh Bình nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thanh Hóa nè ❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em là người Cao Bằng nè 11 Cao Bằng chào anh em nhé,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là người Kiên Giang nè.,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em Cao Bằng quê Độ MIXI NÈ nhưng còn nhiều người nha,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở tỉnh ninh bình nè❤💙💚💜💛,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là người Tuyên Quang nè dân tộc Tày cũng giống vs người hát bài này á,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đăk Lăk nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
cô lam giông em nè em là người cao bằng nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
hà tĩnh nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
em là người Hà Giang nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là người Cao Bằng nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui BẮC GIANG nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
hải phòng nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ninh bình nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ninh bình nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
quê ngoại tui Ninh Bình,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em người Bắc Giang nè❤❤❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bắc Giang có ai ko nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bắc Giang nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui ninh bình nè❤❤❤,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui Ninh Thuận nha,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em lạ cao bằng nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thanh hoá nè,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui cao bàng ❤😂,,southern,,youtube:wJRCHp6UAog,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Con Nam mô bổn sư thích ca mâu Ni Phật con thành kính tri ân công đức của thầy 🙏🌹🙏🌹🙏🌹,,central,,youtube:GfVbUaL8e-4,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"NAM MÔ BỔN SƯ THÍCH CA MÂU NI PHẬT. CON KÍNH CHÚC QUÝ THẦY, THÂN MÃI TRƯỜNG TỒN. TÂM AN TRÍ SÁNG. A DI ĐÀ PHẬT 🙏🙏🌋🌋💐💐👏👏🌹🌹🌸🌸🌺🌺.",,central,,youtube:GfVbUaL8e-4,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Ae miền khác cho tụi tui xin highlight bữa nay nhak 🥰,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ae 77 Quy Nhơn mô rứa he,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Bài hát đầu tiên tui nghe mà có kết hợp với giọng miền trung nghe lạ tai mà lại rất hay,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
nghệ an nè chào anh huy nhaaa!,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hay quá trời quá đất mong giai điệu này sẽ được lan toả một cách mạnh mẽ CỐ LÊN MIỀN TRUNG!!!,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Ae Quảng Ngãi đông thế, mình cũng Phổ Hoà, Đức Phổ cũ nè ❤",,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"ae miền Trung on top, 77 Bình Định đập tay cái bốp nè",,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chu choa ha quoá nge ❤,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Ae 37 mô hết r hầy😊,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
77 bình định dơ tay nè,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ae miền trung mô rồi!,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
hà tĩnh nè!,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ai ở Đăk Lăk hông,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Quê hoà bình 28 chào phát huy nhó hơi tiếp vì giờ thành phú thọ rùiii Bài của a khá chỉnh chu nè , giai điệu bắt tai gần gũi kèm với những hình ảnh mộc mạc của vùng quê Mê quá a huyyy ơi",,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"nhiều người chắc thấy lạ với cách quay mặt 1 biểu cảm ""đơ"" trong vd , nhm riêng tui thấy hoài niệm với kiểu quay này , cứ nhớ lại ngày xưa ý",,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ah em hội an mô rồi ta ❤❤❤,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
1:32 thích nhất đoạn ni :))),,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Quảng trị nè🖐️,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
99 bắc ninh điểm danh nè mn ❤,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nỏ có 37 Nghệ an buồn hầy😢😢,,central,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
77 Bình Định nè a ơi,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
hay nha tui ở miền nam mà nghe cx thấm phết ak 100/10,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quảng Ngãi nè 😊,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tự hào người miền Trung ❤ hay quá nè,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ai ở gia Lai ko nè,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
76 Quảng Ngãi ae quơ mình đâu rồi,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
e ở Bình Định nè a,,southern,,youtube:c4pgux9feVo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Miền nam nấu canh chua nhìn ngọn nhưng ngọt quá trời, ăn ko nổi. Bạn nào giải thích hộ mình cái vị quá ngọt như vậy",,southern,,youtube:9i_hHdAWcDU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình mới làm hồi sáng mà quên bỏ bia nè.chỉ bỏ trứng gà thoi,,southern,,youtube:ED3IZ-wwOgY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
công thức nầy giống mình làm nè,,southern,,youtube:ED3IZ-wwOgY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
... TÔI THÍCH ĂN BÁNH XÈO VẬY NÈ ...,,southern,,youtube:ED3IZ-wwOgY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hướng dẫn kỳ cục sao không nói rõ bột gì 500g? nước có gaz là nước gì? cũng dấu lun…chảo inox gì mà giống cái thau rửa chân của baby tui chảo này không có chống dính làm sao bánh tróc được? đã chia sẻ bí quyết nấu ăn phải nói cho rõ ràng mới có view & like cao như các kênh khác em nhé 😮,,southern,,youtube:ED3IZ-wwOgY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Can ngày can tao lao quá trời,,southern,,youtube:ED3IZ-wwOgY,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Choa ở Nghệ An còn nỏ hiểu nựa nói chi bây Thật là đẳng cấp quá đó mừ😂😂,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
tui rất thích nghe giọng quảng ; nghệ an ; Huế ; Hà nội 😂 tui nghe là tui đớt theo,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Dân choa Nghệ An nị Ai Nghệ An điểm danh cấy mồ 😊,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Cậu mình ở Bình Định và cưới vợ ở Nghệ An, xứ Nẫu giao tiếp với xứ Nghệ vui kinh khủng... lúc đám cưới hai họ gái trainói chuyện chẳng bên nào hiểu bên nào .. Hihi",,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Tui ở BMT , nhưng chỗ tui có vài nhà hàng xóm là người Nghệ An mỗi lần gặp người ta hỏi chuyện tui,tui chỉ biết nhe răng ra cười rồi gật gật đầu mà chẳng hiểu chi hết dù đã cố gắng lắng",,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 4}"
Tui người Nam Đàn nè :)) dù cũng hiểu đó nhưng đối vs mk vẫn có chút khó nghe,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tôi Hà Tĩnh cũng hiểu đc 1 chút thôi 😅🤗 Ngài ở mô ri hè,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Dân nghệ nhưng nỏ hiểu bác đầu video ns chi🤣🤣,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Giọng Nghệ An khó hiểu cơ mà t lại thích nghe giọng Nghệ An 😆😆😆,,northern,,youtube:Ok7e6RmpmZo,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Dân nghệ choa chất lừ k ai nói đc tiếng của choa😁😁🤣,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
Mình người nghệ an mà mk cũng k hiểu nè 🤣,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ôi cha má tía ơi! Tui người Hà tĩnh mà tui cũng phải căng não chông tai nghe 2 người mở màn nói thật tình nghe câu được câu mất,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
mk cũng người Nghệ An mà nỏ hiểu j hết á,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Ông chồng tui ng Mỹ, tui cho ổng nghe clip này xong ổng hỏi ủa những cô này thì gọi là người gì? Tui nói thì ng Việt chứ ng gì 🤣. Ổng nói ủa vậy ng ta đang nói gì? Tui nói tui ko biết, k có vietsub 🤣🤣🤣",,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 5}"
Tui miền trung mà nghe nghệ an ri thành tiếng thái lan:)),,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ai dân tộc mường nghe dễ hiểu nè..! Đúng thì like nha..😃😃,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quỳ hợp choa đây. Mỗi xóm đã nói mỗi giọng khác nhau rồi.,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Nghệ An choa đó 😍😍,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Em người NA nè Mà giọng này em hiểu hết Dù khó nghe nhưng người NA là hiểu đc hết 💓💓💖💖,,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Choa dân 37 đó bêy nạ ❤️,,central,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"ĐÚNG RỒI, BẠN TUI DẮT TUI VỀ VN,ĐI THĂM QUÊ BẠN,( NGHỆ AN) TIẾNG VIỆT MÀ PHẢI DỊCH CHO TUI HIỂU",,southern,,youtube:Ok7e6RmpmZo,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
