dialect,standard,region,sentiment,source,source_split,row_id
"Tuyệt vời, cho bọ xin một chuyến về nhặt ve chai trước cổng khu công nghiệp nha.","Tuyệt vời, cho bố xin một chuyến về nhặt ve chai trước cổng khu công nghiệp nha.",central,,vidia2std,train,10405
anh em nghệ sĩ thấy đường quê em có êm hôn .,anh em nghệ sĩ thấy đường quê em có êm không .,southern,,vidia2std,train,10406
"Mi thấy mi đi cái, quê hương mình khác hẳn chưa?","Mày thấy mày đi một cái, quê hương mình khác hẳn chưa?",central,,vidia2std,train,10407
má nói lớn rồi hổng lấy vợ mai mốt già ở với ai,mẹ nói lớn rồi không lấy vợ sau này già ở với ai,southern,,vidia2std,train,10408
chú ni đi bò với choa suốt.,Chú này đi bò với tôi suốt.,central,,vidia2std,train,10409
"Thằng ni dân Huế, chơ ở Cam Lộ là hắn phải bợ két bia camel rồi.",Thằng này dân Huế chứ ở Cam Lộ là nó phải lấy két bia camel rồi,central,,vidia2std,train,10410
nữa nhớ dắt em đi đó,hôm nào nhớ dắt em đi đấy.,southern,,vidia2std,train,10411
"còn trắng trẻo rứa thì chưa chi, khi mô da ngâm ngâm rứa đã, lúc nớ mới thấm.","còn trắng trẻo vậy thì chưa có gì, khi nào da ngâm ngâm vậy đã, lúc đó mới thấm",central,,vidia2std,train,10412
gà ni răng mà lấy được mự.,Gà này sao mà lấy được dì.,central,,vidia2std,train,10413
coi chớ tụi nó bắt anh đấy ! Nói bé bé thôi anh.,cẩn thận chứ chúng nó bắt anh đấy ! Nói bé bé thôi anh.,southern,,vidia2std,train,10414
Trong lúc nóng rọt lại đưa tin nhảm ri hậy? Chán thật.,Trong lúc nóng ruột lại đưa tin nhảm thế này nhỉ. Chán thật.,central,,vidia2std,train,10415
Nghi Phong không lo chi mô.,Chỗ Nghi Phong không lo gì đâu.,central,,vidia2std,train,10416
"lớn rồi, vô mắc công người ta nói mình con nít nữa.","lớn rồi, vào kẻo người ta nói mình con nít nữa.",southern,,vidia2std,train,10417
nữa mua cho chị ăn nha.,hôm nào mua cho chị ăn nhé.,southern,,vidia2std,train,10418
Mô mà lắm rứa?,Đâu mà lắm vậy,central,,vidia2std,train,10419
chị chưa tròn 35 tuổi mà bẩu 36 rồi kìa.,chị chưa tròn 35 tuổi mà bảo 36 rồi kìa.,northern,,vidia2std,train,10420
Nhìn vậy thôi chứ tra trốc đến nơi rồi,Nhìn vậy thôi chứ già đầu đến nơi rồi,central,,vidia2std,train,10421
Bưa bưa thôi kẻo còn bộ xương,Vừa vừa thôi kẻo còn bộ xương,central,,vidia2std,train,10422
đúng với sớm nhất nựa tê em.,Đúng với sớm nhất nữa cơ em.,central,,vidia2std,train,10423
Chị em ni lâu rồi không chộ.,Chị em này lâu rồi không thấy.,central,,vidia2std,train,10424
"Sai chi thì sai, chơ lấy chồng ni chưa chộ sai chi cả.","Sai gì thì sai, chứ lấy chồng này chưa thấy sai gì cả.",central,,vidia2std,train,10425
Nghỉ thôi chớ làm ăn kiểu chi 5 giờ chiều chưa bán được cấy áo cấy quần mô. Chắc do ai hại mình rồi,Nghỉ thôi chứ làm ăn kiểu gì 5 giờ chiều chưa bán được cái áo cái quần nào. Chắc do ai hại mình rồi,central,,vidia2std,train,10426
Quán nằm ở mô rứa hè?,Quán nằm ở đâu thế nhỉ?,central,,vidia2std,train,10427
"ma tuý chơ hè, viết tùm lum đọc không hiểu.","Ma tuý chứ nhỉ, viết tùm lum đọc không hiểu.",central,,vidia2std,train,10428
Ai ở mô rứa hè? Mong đừng sao.,Ai ở đâu vậy nhỉ? Mong đừng sao.,central,,vidia2std,train,10429
Rứa tối nay lấy pháo mô mà đốt hè?,Vậy tối nay lấy pháo đâu mà đốt nhỉ?,central,,vidia2std,train,10430
Kì lộ ni có phải Giang Cafe khung hè?,Cái chỗ này có phải Giang Cafe không nhỉ?,central,,vidia2std,train,10431
Thắc mắc lên phường nghe mày.,Thắc mắc lên phường nhé mày.,southern,,vidia2std,train,10432
chắc sẽ có đại gia bao em đi check-in nhở?,chắc sẽ có đại gia bao em đi check-in nhỉ?,northern,,vidia2std,train,10433
"đây đây, một ngày lừa 3-4 lần, mà dễ ăn tiền của choa mô.","đây đây, một ngày lừa 3-4 lần, dễ mà ăn tiền tôi đâu",central,,vidia2std,train,10434
Sương năm mô cụng ăn bánh á ri.,Sương năm nào cũng ăn bánh ấy vậy.,central,,vidia2std,train,10435
Mồng mười tháng ba là thi rồi mà tau chưa có chự chi trong trốc hết bây ơi,Mồng mười tháng ba là thi rồi mà tao chưa có chữ gì trong đầu hết chúng mày ơi,central,,vidia2std,train,10436
chị cũng đang thắc mắc. Chắc gom chung Tri Tôn với Châu Đốc hả gì nè.,chị cũng đang thắc mắc. Chắc là gom chung Tri Tôn với Châu Đốc hay gì này.,southern,,vidia2std,train,10437
"nhậu mà hơn thua, mai mốt khỏi nhậu","nhậu mà hơn thua, sau này khỏi nhậu",southern,,vidia2std,train,10438
Chạy xuống coi có nựa không mà bắt tề.,Chạy xuống coi có nữa không mà bắt đó,central,,vidia2std,train,10439
coi được thì thêm vào giỏ hàng nghe hôn,xem nếu được thì thêm vào giỏ hàng nhé,southern,,vidia2std,train,10440
"nhanh cưới đi chú, cho tụi nhỏ nó đi ăn cưới coi nè","nhanh cưới đi chú, cho tụi nhỏ nó đi ăn cưới xem nào",southern,,vidia2std,train,10441
Đưa Thị Nở đi khám mà phải cống cho Nở 1 kẹo mút chứ không nác mắt nác mũi giàn giụa. Tau hại mi lắm Nở ơi,Đưa Thị Nở đi khám mà phải cống cho Nở 1 kẹo mút chứ không nước mắt nước mũi giàn giụa. Tao sợ mày lắm Nở ơi,central,,vidia2std,train,10442
"Ruôn nước, ruồn vỏ gối, vỏ chăn. chắc người Tiền Hải mình hay dùng.","Rót nước, ruồn vỏ gối, vỏ chăn. chắc người Tiền Hải mình hay dùng.",northern,,vidia2std,train,10443
ủa chớ sao đường bằng hông chạy mà chạy lên trên đó,ủa chứ sao đường bằng không chạy mà chạy lên trên đấy,southern,,vidia2std,train,10444
"quen à, hôm qua sân bay ra chộ trực tiếp, đêm về ngủ ngắm mắt là chộ.","quen à, hôm qua sân bay ra thấy trực tiếp, đêm về ngủ nhắm mắt là thấy",central,,vidia2std,train,10445
"thiệt không bây, nói là tui tin đó nha.","thật không chúng mày, nói là tôi tin đấy nhé.",southern,,vidia2std,train,10446
coi pháo bông nhưng phải dìa trước 12 giờ,xem pháo bông nhưng phải về trước 12 giờ,southern,,vidia2std,train,10447
Bố trạch xã mô rứa các bạn.,Bố trạch xã nào vậy các bạn,central,,vidia2std,train,10448
không thấy nét chi đặc trưng hầy?,không thấy nét gì đặc trưng nhỉ,central,,vidia2std,train,10449
"Chưa , khi mô cại chắc viết tiếp","Chưa , khi nào cãi nhau viết tiếp",central,,vidia2std,train,10450
"Chao ưi, không to thì nhỏ chi cũng lụt tê nạ.","Trời ơi, không to thì nhỏ gì cũng lụt kia à.",central,,vidia2std,train,10451
chơ đá dở rứa vẹ. Bỏ sớm sớm đi chơ.,Chứ đá tệ vậy mà. Bỏ sớm sớm đi chứ,central,,vidia2std,train,10452
Trời nắng to chắc quần áo nỏ rồi,Trời nắng to chắc quần áo khô rồi,northern,,vidia2std,train,10453
Gì chớ tết nay ngó bộ đỏ bạc rồi đây,Gì chứ tết nay có vẻ đỏ bạc rồi đây,southern,,vidia2std,train,10454
"Can Lộc ở bờ hồ cầu Nghèn, ram con nhỏ ăn hắn ngon. Con ni hơi to.","Can Lộc ở bờ hồ cầu Nghèn, ram con nhỏ ăn nó ngon. Con này hơi to.",central,,vidia2std,train,10455
"mô phật, người đông kinh rứa","mô phật, người đông kinh vậy",central,,vidia2std,train,10456
anh mưa đứng mô không chộ?,anh Mưa đứng chỗ nào không thấy,central,,vidia2std,train,10457
Lái kiểu chi dữ rứa trời.,Lái kiểu gì sợ quá vậy trời,central,,vidia2std,train,10458
Phú yên có bông Giờ rầu na,Phú yên có hoa Giờ rồi hay sao,southern,,vidia2std,train,10459
"O đi ra quay về rồi, khắp nơi ngập. Bựa ni cụ làm đoạn mô đó?","Cô đi ra xong quay về rồi, khắp nơi ngập. Bữa nay cậu làm ở đoạn nào đó?",central,,vidia2std,train,10460
chạy cho quen mai mốt trúng độc đắc đi xế hộp khỏi bỡ ngỡ,chạy cho quen sau này trúng độc đắc đi xe hơi khỏi bỡ ngỡ,southern,,vidia2std,train,10461
bữa ni không xếp hạng lâu nữa rồi.,bữa nay không xếp hạng lâu nữa rồi,central,,vidia2std,train,10462
"Khổ thật, sao động vào mấy thứ đó làm chi chơ.","Khổ thật, sao động vào mấy thứ đấy làm gì chứ.",central,,vidia2std,train,10463
Cấy nớ chịu á. Cứ được giải là liên hoan nả? Bù thiếu tính sau chí em.,Cái đó chịu á. Cứ được giải là liên hoan à. Bù thiếu tính sau chứ em.,central,,vidia2std,train,10464
"Khoe làm chi rứa. Bây biết, bây gạ chồng tao thì làm răng?","Khoe làm gì vậy. Chúng mày biết, chúng mày tán tỉnh chồng tao thì sao?",central,,vidia2std,train,10465
"""Rứa ""Lụ khu"" là cấy chi bạn hè?""","vậy ""lụ khu"" là cái gì bạn nhỉ",central,,vidia2std,train,10466
"Biểu kêu dậy rầu chử, chử chử cái mả nậu mày chớ chử.","Bảo gọi dậy rồi chửi, chửi chửi cái mả nội mày chứ chửi.",southern,,vidia2std,train,10467
Tag chị em gấy vô cho ad ni lác mắt cấy.,Tag chị em gái vô cho admin này lác mắt cái.,central,,vidia2std,train,10468
"Ớn quá, mấy bùng binh này xe lớn nhìu mà chạy ẩu lắm","Sợ quá, mấy vòng xoay này xe lớn nhiều mà chạy ẩu lắm",southern,,vidia2std,train,10469
không ngon mà bị mắc nữa,không ngon mà bị đắt nữa,southern,,vidia2std,train,10470
tao nghe tiếng là tao thở hơi mệt rầu á,tao nghe tiếng là tao thở hơi mệt rồi đấy,southern,,vidia2std,train,10471
Ai thấy cá kho bển mắc quá thì mua cá bên em xách theo ăn bánh căn nhen,Ai thấy cá kho bên đấy đắt quá thì mua cá bên em xách theo ăn bánh căn nhé,southern,,vidia2std,train,10472
"Triệu Phong cũng rứa, Qua đường phải rình in ăn trộm, may may mơi chộ xe.","Triệu Phong cũng vậy, qua đường phải nhìn nhìn như ăn trộm, may may mới thấy xe.",central,,vidia2std,train,10473
Chợ ni thì không biết. Bựa sau về cho đi chợ đêm gần nhà hè.,Chợ này thì không biết. Bữa sau về cho đi chợ đêm gần nhà nhé.,central,,vidia2std,train,10474
coi có em mô quen không tề. Ngay cạnh đó thì chắc em mô chả quen.,coi có em nào quen không đấy. Ngay cạnh đấy thì chắc em nào chẳng quen.,central,,vidia2std,train,10475
"Bà con coi mà chạy trốn, chứ bão ni mà vô thì hắn quét tan sạch nhà cửa hết đó.","Bà con lo mà chạy trốn đi, chứ bão này mà vào thì nó quét tan sạch nhà cửa hết đấy.",central,,vidia2std,train,10476
nữa về đi thử nha.,hôm nào về đi thử nhé.,southern,,vidia2std,train,10477
mốt quay méc công an.,hôm nào quay mách công an.,southern,,vidia2std,train,10478
"Chộ ni được vô có 15 phút, chụp kịp khum?","Chỗ này được vô có 15 phút, chụp kịp không?",central,,vidia2std,train,10479
nhà ông hổm ổng mới chưng mấy cái chậu mới kìa,nhà ông hôm trước ông ấy mới chưng mấy cái chậu mới kìa,southern,,vidia2std,train,10480
"tui lạy sống bạn, tui hướng nội","tôi lạy sống bạn, tôi hướng nội",central,,vidia2std,train,10481
Ba thứ xe cùi ghẻ ni chạy diễu hành chi vậy? Ai ngó?,Ba thứ xe kém cỏi này chạy diễu hành làm gì vậy. Ai xem?,southern,,vidia2std,train,10482
Bỏ phố về đi chăn tru thôi,Bỏ phố về đi chăn trâu thôi,central,,vidia2std,train,10483
Lăn xả khắp nơi. Đủ chiêu luôn hầy. Bứt gộc dứa cho vô mí sợ.,Lăn xả khắp nơi. Đủ chiêu luôn nhỉ. Nhổ gốc dừa cho vô mới sợ,central,,vidia2std,train,10484
"anh xem rồi đó, túi quá nỏ chộ chi trơn.","Anh xem rồi đấy, tối quá không thấy gì trơn.",central,,vidia2std,train,10485
"Đi xe không biển số, đầu không đội mủ bảo hiểm răng không báo công an kiểm tra hành chính để biết hè?","Đi xe không biển số, đầu không đội mũ bảo hiểm sao không báo công an kiểm tra hành chính để biết nhỉ?",central,,vidia2std,train,10486
"Vô lý hề, trách chi bấy lâu em không chộ anh.","Vô lý nhỉ, bảo sao lâu nay em không thấy anh.",central,,vidia2std,train,10487
"Ủa rứa à, ni chưa ra khỏi nhà.","Ôi thế à, nay chưa ra khỏi nhà.",central,,vidia2std,train,10488
Ai ghẹo chi hắn thì xin lỗi hắn đi cấy.,Ai trêu gì nó thì xin lỗi nó đi.,central,,vidia2std,train,10489
mày cái gì cũng biết nhờ.,mày cái gì cũng biết nhỉ.,northern,,vidia2std,train,10490
"Thương rứa trời, thiếu chi người cần không cho họ.","Thương vậy trời, thiếu gì người cần thì không cho họ.",central,,vidia2std,train,10491
"Bả tưởng bả đi xe Honda, gạt chống tấp vô ăn hàng rong.","Bà ấy tưởng bà ấy đi xe máy, gạt chống tấp vào ăn hàng rong.",southern,,vidia2std,train,10492
"Để họ sang rồi tự cảm nhận chứ, nói trước rứa mần họ mất hứng.","Để họ sang rồi tự cảm nhận chứ, nói trước như thế làm họ mất hứng.",central,,vidia2std,train,10493
mai mốt dẫn mẹ đi đây chơi nè chị.,hôm nào dẫn mẹ đi đây chơi này chị.,southern,,vidia2std,train,10494
"Rạch Giá nhóc, tết tao đem ra chở bông.","Ở Rạch Giá có đầy, tết tao mang ra chở hoa.",southern,,vidia2std,train,10495
Chắc phải mua thuốc tiền đình chứ rức cái đầu quá.,Chắc phải mua thuốc tiền đình chứ nhức cái đầu quá.,northern,,vidia2std,train,10496
Chẳng qua mấy chú bị xui thôi chơ nổ rền trời rứa bắt ai nỏ được.,Chẳng qua mấy chú bị xui thôi chứ nổ rền trời vậy bắt ai cho được,central,,vidia2std,train,10497
mần cấy cho rực rỡ bạn hề?,Làm cái cho rực rỡ bạn nhé.,central,,vidia2std,train,10498
bây to trốc ri là bố nuôi cả chơ tau cò nuôi chi mô,chúng mày to đầu thế này là bố nuôi cả chứ tao có nuôi gì đâu,central,,vidia2std,train,10499
6 gấy chơ năng lại 5.,6 người con gái chứ sao lại 5.,central,,vidia2std,train,10500
"Rứa thì đi đâu đi đừng có vào đất liền, đừng có quãng nam là được rồi.","Vậy thì đi đâu đi đừng có vào đất liền, đừng có quãng nam là được rồi.",central,,vidia2std,train,10501
"mô mà xả gớm ri á, cẩn thận bận nóc là dở nha.","ở đâu mà xả nước gớm thế ấy, cẩn thận bẩn nóc là dở nha.",central,,vidia2std,train,10502
Răng không thấy anh ở mô?,Sao không thấy anh ở đâu?,central,,vidia2std,train,10503
Đang định lói rứa. Choa cò hại mô hệ?,Đang định nói vậy. Tôi có sợ đâu nhỉ?,central,,vidia2std,train,10504
"Cho eng, eng về eng làm béng rán chuối eng mời cả làng ăn.","Cho anh, anh về anh làm bánh rán chuối anh mời cả làng ăn.",central,,vidia2std,train,10505
"Chắc nghe ẻm nói lộn á, ẻm nói là nửa số điểm lận","Chắc nghe em ấy nói nhầm ấy, em ấy nói là tận nửa số điểm cơ",southern,,vidia2std,train,10506
