dialect,standard,region
Lâu ni ở Chợ Do mà nỏ biết đê nớ ở chỗ mô.,Lâu nay ở Chợ Do mà không biết đê đấy ở chỗ nào.,central
"Xời, xuất sắc luôn chứ lị!","Xời, xuất sắc luôn chứ!",northern
Đoạn mô rứa mọi người.,Đoạn nào vậy mọi người,central
Dạy có được giả tiền không?,Dạy thì có được trả tiền không?,northern
"bị chi rưa, cốt mi thì có","bị gì vậy, anh em của mày thì có",central
"""Chỗ mô cũng gặp dượng hầy?""",Chỗ nào cũng gặp dượng nhỉ.,central
coi mà bỏ đi nghe,xem mà bỏ đi nhé,southern
"dọc bữa ni đi xe cận thận nghe, bọn ni bựa ni đi xe ẩu lắm.","bữa nay đi xe cẩn thận nha, bọn này bữa nay đi xe ẩu lắm",central
nghe có vẻ hợp lý nhờ.,nghe có vẻ hợp lý nhỉ.,northern
"chỗ ni dở, chảnh. Chỗ ngon thì phải bên hông nhà thờ","chỗ này dở, chảnh. Chỗ ngon thì phải kế bên nhà thờ",central
Được ba bữa bỏ chắc dừ,Được ba bữa bỏ nhau bây giờ,central
"""Chi mà bức xúc rứa họ?""",Gì mà bức xúc vậy tụi mày?,central
"bữa ni tôm tít ở Huế cũng có, tái hiện thì đỡ ướt hơn.","bữa nay tôm tít ở Huế cũng có, tái hiện thì đỡ ướt hơn",central
Hông biết nay còn bộ môn bắn súng ăn kẹo kéo hông ta,Không biết nay còn bộ môn bắn súng ăn kẹo kéo không nhỉ,southern
Ngồi đây buồn thúi rọt,Ngồi đây buồn thối ruột,central
"Đoạn ni sau xã Linh Trường tê, chơ phải Xuân Hòa mô.","Đoạn này sau xã Linh Trường mà, chứ phải Xuân Hòa đâu.",central
tháng 13 mới được coi lận mày ơi.,tận tháng 13 mới được xem mày ơi.,southern
Mần em thì được chứ mần rể quê em thì mần khi nào cho hết rể trong làng.,Làm em thì được chứ làm rể quê em thì làm khi nào cho hết rể trong làng.,central
"Ai biểu tên Sớm, mới nhận 500 triệu đã bị bắt đúng Sớm, phải chi tên Trễ là xong rồi","Ai bảo tên Sớm, mới nhận 500 triệu đã bị bắt đúng Sớm, nếu như tên Trễ là xong rồi",southern
"Quẹt khu, khéo lại gói bánh lần nựa.","Không cần, khéo lại gói bánh lần nữa",central
Chự bò luôn tiện chự đất mà chờ đền bù đàng sắt cao tốc Bắc Nam chi nựa.,Giữ bò luôn tiện giữ đất mà chờ đền bù đường sắt cao tốc Bắc Nam làm gì nữa.,central
Có tiền không giữ được đưa tui cầm hộ cho chơ?,Có tiền không giữ được đưa tôi cầm hộ cho chứ?,central
Ai đúng ai sai vậy? Kết thúc nhanh đi rức đầu thật sự.,Ai đúng ai sai vậy? Kết thúc nhanh đi nhức đầu thật sự.,northern
"Môi mỏng ri, có lẹ không chửi chồng đến một tiếng mô, bà con hẹ?",Môi mỏng thế này có lẽ không chửi chồng đến một tiếng đâu mọi người nhỉ.,central
mai mốt đi thành phố nhanh hơn rồi nè.,từ giờ đi thành phố nhanh hơn rồi này.,southern
"cháu đi xe đạp, nhưng xe đạp ni cháu chưa đạp được, vì xe đạp ni thời trước cháu nờ.","Cháu đi xe đạp, nhưng xe đạp này cháu chưa đạp được, vì xe đạp này thời trước cháu à.",central
"Ai ăn gà náng, cơm lam ghé 130 Tân Sở nghe","Ai ăn gà nướng, cơm lam thì ghé 130 Tân Sở nhé",central
Loại này che mặt làm chi nữa.,Loại này che mặt làm gì nữa.,central
Đúng là ai dùng dating xong cũng toàn kêu là trển gì đâu hông à,Đúng là ai dùng dating xong cũng toàn nói là trên đấy toàn gì đâu không thôi,southern
Ngày nhỏ toàn ra đây xem tầu.,Ngày nhỏ toàn ra đây xem tàu.,northern
"Lúc đi êm lúc về lạc, đã nhột khi đọc","Lúc đi êm lúc về lạc, đã chột dạ khi đọc",southern
"bắt riết ghiền luôn , giờ làm gì còn để bắt hén","bắt mãi rồi nghiện luôn , giờ làm gì còn để bắt nhỉ",southern
Chuẩn bị về chia tay mấy anh em đi cải tạo tốt chi nựa.,Chuẩn bị về chia tay mấy anh em để đi cải tạo tốt chứ gì nữa.,central
"không hề có con mô nựa mi nạ, giờ bãi bóng thành rọng ló hết rồi, nhớ hầy.","không hề có con nào nữa mày ạ, giờ bãi bóng thành ruộng lúa hết rồi, nhớ nhỉ.",central
Răng rứa chị Phương Mun hè?,Sao vậy chị Phương Mun nhỉ?,central
mới cho mấy đứa nhỏ đi chạy xe điện về nè.,mới cho mấy đứa nhỏ đi chạy xe điện về đây này.,southern
Ai cho chi răng mà chen nhau giữ rứa.,Ai cho gì hay sao mà chen nhau dữ vậy,central
"""Có mô, vùng ven không biết, chơ thành phố bình thường.""","Có đâu, vùng ven không biết, chứ thành phố thì bình thường.",central
Diễn tập thì dùng thuốc nổ thật làm chi để có tai nạn như này. A di đà Phật!,Diễn tập thì dùng thuốc nổ thật làm gì để có tai nạn như này. A di đà Phật!,central
Tết ni về là đẹp nhít ni.,Tết nay về là đẹp nhất này.,central
Mệ ni cười giống chị Hòa thật.,Chị này cười giống chị Hòa thật.,central
Bổ nghiêng chơ admin. Mấy ai làm được.,Ngã nghiêng chứ admin. Mấy ai làm được.,central
Nghe câu chuyện của bạn cái muốn đắp mền liền à,Nghe câu chuyện của bạn xong muốn đắp chăn ngay thôi,southern
coi thử có anh em mình trỏng không,xem thử có anh em mình ở trong đấy không,southern
mai mốt đi Hà Nội tối ngày quá.,sau này chắc đi Hà Nội suốt ngày quá.,southern
"nhân viên Mạnh mụ ni chờ đúng ngày, 15, 16 hằng tháng.","nhân viên Mạnh bà này chờ đúng ngày 15, 16 hằng tháng",central
chị nghĩ CGV nó chả tặng đâu. Nó còn đang cắt vợi các suất chiếu kìa.,chị nghĩ CGV nó chẳng tặng đâu. Nó còn đang cắt bớt các suất chiếu kìa.,northern
o mi hay thiệt Võ Đạt.,cô mày hay thiệt Võ Đạt,central
Nhìn thấy đứt ruột thiệt á trời.,Nhìn thấy đau xót thật ấy trời.,southern
mai mốt đi nhớ rủ chị nhe,hôm nào đi nhớ rủ chị nhé,southern
ở mô Cam Lộ ri chị.,ở đâu Cam Lộ thế chị,central
Sale Huda chi cũng biết. Cha ni làm trong nghề chắc luôn.,Sale Huda cái gì cũng biết. Cha này làm trong nghề chắc luôn,central
"Nghỉ thêm không can chi đâu. Cứ phát huy là được, thầy cô không nói chi đâu.","Nghỉ thêm cũng không làm sao đâu. Cứ phát huy là được, thầy cô không nói gì đâu.",central
"Anna có ở Vinh rồi, có cấy trò lọt khe trúng Iphone nựa hung biết?","Mắt kính Anna có ở Vinh rồi, có cái trò lọt khe trúng Iphone nữa không biết?",central
Khám phá thôi chơ đẹp ri tê.,Khám phá thôi chứ trông đẹp thế này mà.,central
"Hà Tịnh là ở mô Hà Tịnh, chứ bạn nói thế nà tôi cũng chịu.","Hà Tĩnh là ở đâu của Hà Tĩnh, chứ bạn nói thế là tôi cũng chịu.",central
bựa nớ cưới o nhọc không dự đám được nha. Đừng tìm o.,bữa đấy đám cưới cô mệt không dự đám cưới nhé. Đừng tìm cô,central
vậy thôi ở 2 mình cho đỡ sợ nè.,vậy thôi ở 2 mình cho đỡ sợ này.,southern
"Ơn giời, tôi mới bị tiếp nước vì mùi hoa này xong.","Ơn trời, tôi mới bị tiếp nước vì mùi hoa này xong.",northern
Chỗ ni răng tai nạn mãi hi?,Chỗ này sao tai nạn mãi nhỉ,central
"4 con cá thiệt trắng, thiệt là to và thiệt đã con mắt.","4 con cá thật trắng, thật là to và thật đã con mắt.",southern
"Nỏ mô. Choa vẫn là Nghi Thái, Nghi Lộc.","Không đâu. Chúng tôi vẫn là Nghi Thái, Nghi Lộc.",central
ôi trời u ơi. Hơn hỏa mù!,ôi trời mẹ ơi. Hơn hỏa mù!,northern
đợi em già dìa quê mua cái nhà dưỡng già rồi anh xuống cho ở ké.,đợi em già về quê mua cái nhà dưỡng già rồi anh xuống cho ở ké.,southern
"ơ tề, răng mi trốc tru rứa?","Ơ kìa, sao mày ngu thế?",central
"rủ mợ Út coi, bả đi hông chứ tao đi thì được á","rủ mợ Út đi, bà ấy đi không chứ tao đi thì được đấy",southern
Mần chi dám ló mặt ra đâu mà Núp như chi luôn.,Làm gì dám lộ mặt ra đâu mà Núp như gì luôn.,central
mốt chị mày thành tỷ phú cho coi,sau này chị mày thành tỷ phú cho xem,southern
Nguyễn Nhung Bạch Nguyễn chuẩn bị đi học mà nghe ri rén ngang hè.,Nguyễn Nhung Bạch Nguyễn chuẩn bị đi học mà nghe thế sợ quá nhỉ,central
"""2 ngày ni tai nan nhiều ri hè?""",2 ngày nay tai nạn nhiều thế nhỉ,central
lang thang ở mô ra ri?,Lang thang ở đâu ra vậy?,central
Thằng nớ hấn yêu thì chộ uy tín đó. Chớ mà đá bóng hấn cại ghê gớm.,Thằng đó nó yêu thì thấy uy tín đấy. Chứ mà đá bóng thì nó cãi ghê gớm.,central
Tui mà gặp cái ni thì đi qua luôn chơ chui qua chi cho mệt.,Tôi mà gặp cái này thì đi qua luôn chứ chui qua chi cho mệt,central
quán chị vậy nghỉ chị nhờ?,quán chị vậy nghỉ chị nhỉ?,northern
"Mi ăn rồi cứ xách con ruby đi bơi một chắc, không cho thằng Sunny theo, tội hắn","Mày ăn rồi cứ xách con ruby đi bơi một mình, không cho thằng Sunny theo, tội nó",central
Khung biết mấy o mấy Chú mần chi.,Không biết mấy cô mấy chứ làm gì.,central
không biết phải không nha khoa nào để né anh nhờ?,không biết phải không nha khoa nào để né anh nhỉ?,northern
Trang đăng cấy chi cho ý nghĩa tí được không?,Trang đăng cái gì cho ý nghĩa tí được không?,central
tính ra cũng lâu rồi mình chưa đi coi múa rồng nhang luôn hén.,tính ra cũng lâu rồi mình chưa đi xem múa rồng nhang luôn nhỉ.,southern
Đi mà kiếm người yêu đi. Ở nhà o quở rứa chộ không?,Đi mà kiếm người yêu đi. Ở nhà cô trách mắng như vậy thấy không?,central
rứa chơ vẫn chưa chắc lắm anh nờ.,Vậy chứ vẫn chưa chắc lắm anh à.,central
Anh hỏi rứa thôi em. Để thay wifi ở nhà cấy.,Anh hỏi vậy thôi em. Để thay wifi ở nhà.,central
cụ mô b1 đây ri?,cụ nào biển số B1 đây thế,central
Lan biết bứt cỏ là cấy chi?,Lan biết hái cỏ là cái gì?,central
răng ngày nớ đi không thấy mà chơi hè?,sao ngày đó đi không thấy mà chơi nhỉ?,central
đi vòng vòng cũng lọt tới bùng binh.,đi vòng vòng cũng lọt tới vòng xoay.,southern
"""Tui con dân Quảng Trị mà tui không nghe được O nớ nói chi luôn.""",tôi con dân Quảng Trị mà tôi không nghe được cô đó nói cái gì luôn,central
Đi huốt qua cái lộ một chập là tới liền hà,Đi quá qua cái lộ một chút là tới liền thôi,southern
"Món ruột của mình đấy, ngon lắm","Món ưa thích của mình đấy, ngon lắm",southern
"Bởi thế nên đi mô cũng nhớ về Hà Tịnh, nhớ ngài Hà Tịnh, nhớ chi nữa hè?","Bởi thế nên đi đâu cũng nhớ về Hà Tĩnh, nhớ người Hà Tĩnh, nhớ gì nữa nhỉ?",central
mới chớp mắt mà Tết gần tới rầu na ta,mới chớp mắt mà Tết gần đến rồi hay sao nhỉ,southern
Mấy bác chừ mới biết à,Mấy bác bây giờ mới biết à,central
Xin cấy vía bằng một nửa thôi cụng được.,Xin cái vía bằng một nửa thôi cũng được.,central
"Loại ni óc tru, óc bò chớ nỏ phải óc người mô.","Loại này óc trâu, óc bò chứ không phải óc người đâu.",central
"Ghẹo ổng, ổng quánh là mệt luôn à","Ghẹo ông ấy, ông ấy đánh là mệt luôn đấy nhé",southern
"""Chi ri hầy, cái ni không phải nghèo tiền mô, nghèo đạo đức với nhân cách luôn rồi.""","Cái gì vậy nhỉ, cái này không phải chỉ nghèo tiền đâu, mà nghèo đạo đức với nhân cách luôn rồi.",central
"Đẹp chưa chộ, chết gần chộ, nghe chưa, mấy ẻm lo đi mần đẹp đi.","Đẹp chưa thấy, chết gần thấy rồi, nghe chưa, mấy em lo đi làm đẹp đi",central
Rứa là ni đi tắm biển cụng kêu đi Vinh tắm biển đấy à. Nghe ngợ ngợ răng hầy?,Thế là nay đi tắm biển cũng nói là đi Vinh tắm biển đấy à. Nghe hay hay sao nhỉ.,central
"Tập chi chộ một giờ còn nghe thấy nhạc, mấy nghệ sĩ ni tâm huyết quá ạ.","Tập gì thấy một giờ còn nghe thấy nhạc, mấy nghệ sĩ này tâm huyết quá ạ",central
thế chị em mình đi nhờ?,thế chị em mình đi nhỉ?,northern
"Đó, do mi đem hắn đi bơi bơ chừ hắn thấm nước hắn đau thấy chưa","Đó, do mày mang nó đi bơi nên bây giờ nó thấm nước nó đau thấy chưa",central
nó to chà bá dậy nè,nó to khủng khiếp vậy này,southern
Lộ nớ quen rứa mà ả không biết à.,Chỗ đó quen vậy mà chị không biết à.,central
Ướt mui thì cho anh ké méng chơ lâu dừ khô rang.,Ướt môi thì cho anh ké miếng chứ lâu giờ khô rang.,central
em xem để nữa về không bị bỡ ngỡ nè.,em xem để sau này về không bị bỡ ngỡ này.,southern
"bọn khùng bác hè, kiếm nhà đầu tư để lấy quà, thấy khung mần chi mừ?","bọn khùng bác nhỉ, kiếm nhà đầu tư để lấy quà, thấy không làm cái gì mà",central
Mai mốt nó rình cặp vợ chồng nào ngủ không đúng giờ nó phạt.,Hôm nào nó rình cặp vợ chồng nào ngủ không đúng giờ nó phạt.,southern
"thôi để chủ nhật đi riêng, em ngại đi với bu lắm.","thôi để chủ nhật đi riêng, em ngại đi với mẹ lắm.",northern
"nay em có bằng rầu để em chở nhen, chớ hổng muốn bầm đen nữa đâu.","nay em có bằng rồi để em chở nhé, chứ không muốn bầm đen nữa đâu.",southern
"Cảm thấy năm ni cứ trôi qua rất nhanh luôn rứa, chộ mới hóng hóng về tết nhởi đó mà dừ lại hóng tết tiếp nựa rồi","Cảm thấy năm nay cứ trôi qua rất nhanh luôn vậy, thấy mới hóng hóng về tết chơi đó mà bây giờ lại hóng tết tiếp nữa rồi",central
"Bước một thôi nghe, bước 2 là ẩu nghen mấy bây ơi bây","Bước một thôi nhé, bước 2 là ẩu nhé chúng mày ơi chúng mày",southern
hẹn chắc ra xin mệ cơm trưa mà tới chụp ảnh hè?,hẹn chắc ra xin bà cơm trưa mà tới chụp nhỉ,central
Về mần rọng thôi.,Về làm ruộng thôi.,central
"Chắc chưa mô admin, Cửa Lò vẫn đang ăn nhởi hết tháng 12.","Chắc chưa đâu admin, Cửa Lò vẫn đang ăn chơi hết tháng 12.",central
"đường về nhà vợ, vợ chỉ chồng hổm nè","đường về nhà vợ, vợ chỉ chồng hôm trước này",southern
rồi dìa quê ăn Tết được rồi nè,rồi về quê ăn Tết được rồi này,southern
